team,group,squad_number,position,player,date_of_birth,age,caps,goals,club,player_count,wiki_link,birthplace,lon,lat
Argentina,D,9,FW,Gonzalo Higuaín,1987-12-10,30,71,31,Juventus,1,https://en.wikipedia.org/wiki/Gonzalo_Higua%C3%ADn,"Brest, France",-4.486076,48.390394
Argentina,D,10,FW,Lionel Messi ,1987-06-24,30,124,64,Barcelona,1,https://en.wikipedia.org/wiki/Lionel_Messi,"Rosario, Argentina",-60.65053880000001,-32.9442426
Argentina,D,11,MF,Ángel Di María,1988-02-14,30,94,19,Paris Saint-Germain,1,https://en.wikipedia.org/wiki/%C3%81ngel_Di_Mar%C3%ADa,"Rosario, Argentina",-60.65053880000001,-32.9442426
Argentina,D,12,GK,Franco Armani,1986-10-16,31,0,0,River Plate,1,https://en.wikipedia.org/wiki/Franco_Armani,"Casilda, Santa Fe, Argentina",-61.1650211,-33.044522
Argentina,D,13,MF,Maximiliano Meza,1992-12-15,25,2,0,Independiente,1,https://en.wikipedia.org/wiki/Maximiliano_Meza,"General Paz, Argentina",-58.4173358,-35.5003318
Argentina,D,14,DF,Javier Mascherano,1984-06-08,33,143,3,Hebei China Fortune,1,https://en.wikipedia.org/wiki/Javier_Mascherano,"San Lorenzo, Argentina",-60.73567540000001,-32.747416
Argentina,D,15,MF,Manuel Lanzini,1993-02-15,25,4,1,West Ham United,1,https://en.wikipedia.org/wiki/Enzo_P%C3%A9rez,"Maipú, Argentina",-68.7884399,-32.9846649
Argentina,D,16,DF,Marcos Rojo,1990-03-20,28,56,2,Manchester United,1,https://en.wikipedia.org/wiki/Marcos_Rojo,"La Plata, Argentina",-57.95356570000001,-34.9204948
Argentina,D,17,DF,Nicolás Otamendi,1988-02-12,30,54,4,Manchester City,1,https://en.wikipedia.org/wiki/Nicol%C3%A1s_Otamendi,"Buenos Aires, Argentina",-58.3815591,-34.6036844
Argentina,D,18,DF,Eduardo Salvio,1990-07-13,27,9,0,Benfica,1,https://en.wikipedia.org/wiki/Eduardo_Salvio,"Avellaneda, Argentina",-58.3669739,-34.6610756
Argentina,D,19,FW,Sergio Agüero,1988-06-02,30,85,37,Manchester City,1,https://en.wikipedia.org/wiki/Sergio_Ag%C3%BCero,"Buenos Aires, Argentina",-58.3815591,-34.6036844
Argentina,D,20,MF,Giovani Lo Celso,1996-04-09,22,5,0,Paris Saint-Germain,1,https://en.wikipedia.org/wiki/Giovani_Lo_Celso,"Rosario, Argentina",-60.65053880000001,-32.9442426
Argentina,D,21,FW,Paulo Dybala,1993-11-15,24,12,0,Juventus,1,https://en.wikipedia.org/wiki/Paulo_Dybala,"Laguna Larga, Córdoba, Argentina",-63.7998764,-31.7768475
Argentina,D,22,MF,Cristian Pavón,1996-01-21,22,5,0,Boca Juniors,1,https://en.wikipedia.org/wiki/Cristian_Pav%C3%B3n,"Córdoba, Argentina",-64.1887761,-31.42008329999999
Argentina,D,23,GK,Willy Caballero,1981-09-28,36,3,0,Chelsea,1,https://en.wikipedia.org/wiki/Willy_Caballero,"Santa Elena, Argentina",-59.78537659999999,-30.9462887
Croatia,D,1,GK,Dominik Livaković,1995-01-09,23,1,0,Dinamo Zagreb,1,https://en.wikipedia.org/wiki/Dominik_Livakovi%C4%87,"Zadar, Croatia",15.2313648,44.119371
Croatia,D,2,DF,Šime Vrsaljko,1992-01-10,26,35,0,Atlético Madrid,1,https://en.wikipedia.org/wiki/%C5%A0ime_Vrsaljko,"Rijeka,SFR Yugoslavia",14.442176,45.3270631
Croatia,D,3,DF,Ivan Strinić,1987-07-17,30,42,0,Sampdoria,1,https://en.wikipedia.org/wiki/Ivan_Strini%C4%87,"Split, SFR Yugoslavia",16.442902,43.508244
Croatia,D,4,FW,Ivan Perišić,1989-02-02,29,65,17,Inter Milan,1,https://en.wikipedia.org/wiki/Ivan_Peri%C5%A1i%C4%87,"Split, SFR Yugoslavia",16.442902,43.508244
Croatia,D,5,DF,Vedran Ćorluka,1986-02-05,32,98,4,Lokomotiv Moscow,1,https://en.wikipedia.org/wiki/Vedran_%C4%86orluka,"Derventa, SFR Yugoslavia",17.9070412,44.9764185
Croatia,D,6,DF,Dejan Lovren,1989-07-05,28,38,2,Liverpool,1,https://en.wikipedia.org/wiki/Dejan_Lovren,"Zenica, SFR Yugoslavia",17.9077431,44.2034392
Croatia,D,7,MF,Ivan Rakitić,1988-03-10,30,91,14,Barcelona,1,https://en.wikipedia.org/wiki/Ivan_Rakiti%C4%87,"Möhlin, Switzerland",7.8442531,47.5591304
Croatia,D,8,MF,Mateo Kovačić,1994-05-06,24,40,1,Real Madrid,1,https://en.wikipedia.org/wiki/Mateo_Kova%C4%8Di%C4%87,"Linz, Austria",14.28583,48.30694
Croatia,D,9,FW,Andrej Kramarić,1991-06-19,26,30,8,1899 Hoffenheim,1,https://en.wikipedia.org/wiki/Andrej_Kramari%C4%87,"Zagreb, Croatia",15.9819189,45.8150108
Croatia,D,10,MF,Luka Modrić ,1985-09-09,32,105,12,Real Madrid,1,https://en.wikipedia.org/wiki/Luka_Modri%C4%87,"Zadar, SFR Yugoslavia",15.2313648,44.119371
Croatia,D,11,MF,Marcelo Brozović,1992-11-16,25,34,6,Inter Milan,1,https://en.wikipedia.org/wiki/Marcelo_Brozovi%C4%87,"Zagreb, Croatia",15.9819189,45.8150108
Croatia,D,12,GK,Lovre Kalinić,1990-04-03,28,10,0,Gent,1,https://en.wikipedia.org/wiki/Lovre_Kalini%C4%87,"Split, SFR Yugoslavia",16.442902,43.508244
Croatia,D,13,DF,Tin Jedvaj,1995-11-28,22,11,0,Bayer Leverkusen,1,https://en.wikipedia.org/wiki/Tin_Jedvaj,"Zagreb, Croatia",15.9819189,45.8150108
Croatia,D,14,MF,Filip Bradarić,1992-01-11,26,4,0,Rijeka,1,https://en.wikipedia.org/wiki/Filip_Bradari%C4%87,"Split, Croatia",16.4401935,43.5081323
Croatia,D,15,DF,Duje Ćaleta-Car,1996-09-17,21,1,0,Red Bull Salzburg,1,https://en.wikipedia.org/wiki/Duje_%C4%86aleta-Car,"Šibenik, Croatia",15.8952045,43.7350196
Croatia,D,16,FW,Nikola Kalinić,1988-01-05,30,41,15,Milan,1,https://en.wikipedia.org/wiki/Nikola_Kalini%C4%87,"Solin, SFR Yugoslavia",16.4919632,43.5422549
Croatia,D,17,FW,Mario Mandžukić,1986-05-21,32,82,30,Juventus,1,https://en.wikipedia.org/wiki/Mario_Mand%C5%BEuki%C4%87,"Slavonski Brod, SFR Yugoslavia",18.0116081,45.1631431
Croatia,D,18,FW,Ante Rebić,1993-09-21,24,15,1,Eintracht Frankfurt,1,https://en.wikipedia.org/wiki/Ante_Rebi%C4%87,"Split, Croatia",16.4401935,43.5081323
Croatia,D,19,MF,Milan Badelj,1989-02-25,29,37,1,Fiorentina,1,https://en.wikipedia.org/wiki/Milan_Badelj,"Zagreb, SFR Yugoslavia",15.9819189,45.8150108
Croatia,D,20,FW,Marko Pjaca,1995-05-06,23,16,1,Schalke 04,1,https://en.wikipedia.org/wiki/Marko_Pjaca,"Zagreb, Croatia",15.9819189,45.8150108
Croatia,D,21,DF,Domagoj Vida,1989-04-29,29,58,2,Beşiktaş,1,https://en.wikipedia.org/wiki/Domagoj_Vida,"Našice, SR Croatia, SFR Yugoslavia",18.0951118,45.4946861
Croatia,D,22,DF,Josip Pivarić,1989-01-30,29,19,0,Dynamo Kyiv,1,https://en.wikipedia.org/wiki/Josip_Pivari%C4%87,"Zagreb, SFR Yugoslavia",15.9819189,45.8150108
Croatia,D,23,GK,Danijel Subašić,1984-10-27,33,37,0,Monaco,1,https://en.wikipedia.org/wiki/Danijel_Suba%C5%A1i%C4%87,"Zadar, SFR Yugoslavia",15.2313648,44.119371
Iceland,D,1,GK,Hannes Þór Halldórsson,1984-04-27,34,48,0,Randers,1,https://en.wikipedia.org/wiki/Hannes_%C3%9E%C3%B3r_Halld%C3%B3rsson,"Reykjavík, Iceland",-21.8174392,64.12652059999999
Iceland,D,2,DF,Birkir Már Sævarsson,1984-11-11,33,79,1,Valur,1,https://en.wikipedia.org/wiki/Birkir_M%C3%A1r_S%C3%A6varsson,"Reykjavík, Iceland",-21.8174392,64.12652059999999
Iceland,D,3,MF,Samúel Friðjónsson,1996-02-22,22,4,0,Vålerenga,1,https://en.wikipedia.org/wiki/Sam%C3%BAel_Fri%C3%B0j%C3%B3nsson,"Reykjanesbaer, Iceland",-22.5582716,63.9997549
Iceland,D,4,MF,Albert Guðmundsson,1997-06-15,20,5,3,PSV Eindhoven,1,"https://en.wikipedia.org/wiki/Albert_Gu%C3%B0mundsson_(footballer,_born_1997)","Reykjavik, Iceland",-21.8174392,64.12652059999999
Iceland,D,5,DF,Sverrir Ingi Ingason,1993-08-05,24,19,3,Rostov,1,https://en.wikipedia.org/wiki/Sverrir_Ingi_Ingason,"Kópavogur, Iceland",-21.8832579,64.1033023
Iceland,D,6,DF,Ragnar Sigurðsson,1986-06-19,31,76,3,Rostov,1,https://en.wikipedia.org/wiki/Ragnar_Sigur%C3%B0sson,"Reykjavík, Iceland",-21.8174392,64.12652059999999
Iceland,D,7,MF,Jóhann Berg Guðmundsson,1990-10-27,27,66,7,Burnley,1,https://en.wikipedia.org/wiki/J%C3%B3hann_Berg_Gu%C3%B0mundsson,"Reykjavík, Iceland",-21.8174392,64.12652059999999
Iceland,D,8,MF,Birkir Bjarnason,1988-05-27,30,66,9,Aston Villa,1,https://en.wikipedia.org/wiki/Birkir_Bjarnason,"Akureyri, Iceland",-18.1261694,65.68849209999999
Iceland,D,9,FW,Björn Bergmann Sigurðarson,1991-02-26,27,11,1,Rostov,1,https://en.wikipedia.org/wiki/Bj%C3%B6rn_Bergmann_Sigur%C3%B0arson,"Akranes, Iceland",-22.0702847,64.3219244
Iceland,D,10,MF,Gylfi Sigurðsson,1989-09-08,28,56,19,Everton,1,https://en.wikipedia.org/wiki/Gylfi_Sigur%C3%B0sson,"Reykjavík, Iceland",-21.8174392,64.12652059999999
Iceland,D,11,FW,Alfreð Finnbogason,1989-02-01,29,46,12,FC Augsburg,1,https://en.wikipedia.org/wiki/Alfre%C3%B0_Finnbogason,"Grindavík, Iceland",-22.4383818,63.8441808
Iceland,D,12,GK,Frederik Schram,1995-01-19,23,4,0,Roskilde,1,https://en.wikipedia.org/wiki/Frederik_Schram,"Dragør, Denmark",12.660503,55.594023
Iceland,D,13,GK,Rúnar Alex Rúnarsson,1995-02-18,23,3,0,Nordsjælland,1,https://en.wikipedia.org/wiki/R%C3%BAnar_Alex_R%C3%BAnarsson,Iceland,-19.020835,64.963051
Iceland,D,14,DF,Kári Árnason,1982-10-13,35,66,4,Aberdeen,1,https://en.wikipedia.org/wiki/K%C3%A1ri_%C3%81rnason,"Gothenburg, Sweden",11.97456,57.70887
Iceland,D,15,DF,Hólmar Örn Eyjólfsson,1990-08-06,27,9,1,Levski Sofia,1,https://en.wikipedia.org/wiki/H%C3%B3lmar_%C3%96rn_Eyj%C3%B3lfsson,"Sauðárkrókur, Iceland",-19.6404746,65.7409444
Iceland,D,16,MF,Ólafur Ingi Skúlason,1983-04-01,35,35,1,Kardemir Karabükspor,1,https://en.wikipedia.org/wiki/%C3%93lafur_Ingi_Sk%C3%BAlason,"Reykjavík, Iceland",-21.8174392,64.12652059999999
Iceland,D,17,MF,Aron Gunnarsson ,1989-04-22,29,77,2,Cardiff City,1,https://en.wikipedia.org/wiki/Aron_Gunnarsson,"Akureyri, Iceland",-18.1261694,65.68849209999999
Iceland,D,18,DF,Hörður Björgvin Magnússon,1993-02-11,25,16,2,Bristol City,1,https://en.wikipedia.org/wiki/H%C3%B6r%C3%B0ur_Bj%C3%B6rgvin_Magn%C3%BAsson,"Reykjavík, Iceland",-21.8174392,64.12652059999999
Iceland,D,19,MF,Rúrik Gíslason,1988-02-25,30,46,3,SV Sandhausen,1,https://en.wikipedia.org/wiki/R%C3%BArik_G%C3%ADslason,"Reykjavík, Iceland",-21.8174392,64.12652059999999
Iceland,D,20,MF,Emil Hallfreðsson,1984-06-29,33,63,1,Udinese,1,https://en.wikipedia.org/wiki/Emil_Hallfre%C3%B0sson,"Hafnarfjörður, Iceland",-21.9684626,64.02910539999999
Iceland,D,21,MF,Arnór Ingvi Traustason,1993-04-30,25,18,5,Malmö,1,https://en.wikipedia.org/wiki/Arn%C3%B3r_Ingvi_Traustason,"Keflavík, Iceland",-22.5582716,63.9997549
Iceland,D,22,FW,Jón Daði Böðvarsson,1992-05-25,26,37,2,Reading,1,https://en.wikipedia.org/wiki/J%C3%B3n_Da%C3%B0i_B%C3%B6%C3%B0varsson,"Selfoss, Iceland",-21.0013832,63.9334611
Iceland,D,23,DF,Ari Freyr Skúlason,1987-05-14,31,55,0,Lokeren,1,https://en.wikipedia.org/wiki/Ari_Freyr_Sk%C3%BAlason,"Reykjavík, Iceland",-21.8174392,64.12652059999999
Nigeria,D,1,GK,Ikechukwu Ezenwa,1988-10-16,29,24,0,Enyimba,1,https://en.wikipedia.org/wiki/Ikechukwu_Ezenwa,"Yenagoa, Nigeria",6.274773400000001,4.921162100000001
Nigeria,D,2,DF,Brian Idowu,1992-05-18,26,4,1,Amkar Perm,1,https://en.wikipedia.org/wiki/Brian_Idowu,"Saint Petersburg, Russia",30.3350986,59.9342802
Nigeria,D,3,DF,Elderson Echiéjilé,1988-01-20,30,61,3,Cercle Brugge,1,https://en.wikipedia.org/wiki/Elderson_Echi%C3%A9jil%C3%A9,"Benin City, Nigeria",5.6037465,6.334986
Nigeria,D,4,MF,Wilfred Ndidi,1996-12-16,21,16,0,Leicester City,1,https://en.wikipedia.org/wiki/Wilfred_Ndidi,"Lagos, Nigeria",3.3792057,6.5243793
Nigeria,D,5,DF,William Troost-Ekong,1993-09-01,24,21,1,Bursaspor,1,https://en.wikipedia.org/wiki/William_Troost-Ekong,"Haarlem, Netherlands",4.6462194,52.3873878
Nigeria,D,6,DF,Leon Balogun,1988-06-28,29,18,0,Mainz 05,1,https://en.wikipedia.org/wiki/Leon_Balogun,"West Berlin, West Germany",13.404954,52.52000659999999
Nigeria,D,7,FW,Ahmed Musa,1992-10-14,25,71,13,CSKA Moscow,1,https://en.wikipedia.org/wiki/Ahmed_Musa_(footballer),"Jos, Nigeria",8.8583309,9.896527299999999
Nigeria,D,8,MF,Oghenekaro Etebo,1995-11-09,22,14,1,Las Palmas,1,https://en.wikipedia.org/wiki/Oghenekaro_Etebo,"Lagos, Nigeria",3.3792057,6.5243793
Nigeria,D,9,FW,Odion Ighalo,1989-06-16,28,18,4,Changchun Yatai,1,https://en.wikipedia.org/wiki/Odion_Ighalo,"Lagos, Nigeria",3.3792057,6.5243793
Nigeria,D,10,MF,John Obi Mikel ,1987-04-22,31,84,6,Tianjin TEDA,1,https://en.wikipedia.org/wiki/John_Obi_Mikel,"Jos, Nigeria",8.8583309,9.896527299999999
Nigeria,D,11,FW,Victor Moses,1990-12-12,27,33,11,Chelsea,1,https://en.wikipedia.org/wiki/Victor_Moses,"Lagos, Nigeria",3.3792057,6.5243793
Nigeria,D,12,DF,Shehu Abdullahi,1993-03-12,25,24,0,Bursaspor,1,https://en.wikipedia.org/wiki/Shehu_Abdullahi,"Sokoto, Nigeria",5.2475518,13.0058731
Nigeria,D,13,FW,Simeon Nwankwo,1992-05-07,26,1,0,Crotone,1,https://en.wikipedia.org/wiki/Simeon_Nwankwo,"Onitsha, Nigeria",6.7923994,6.1329419
Nigeria,D,14,FW,Kelechi Iheanacho,1996-03-10,22,17,8,Leicester City,1,https://en.wikipedia.org/wiki/Kelechi_Iheanacho,"Imo, Nigeria",7.0068393,5.6038994
Nigeria,D,15,MF,Joel Obi,1991-05-22,27,17,0,Torino,1,https://en.wikipedia.org/wiki/Joel_Obi,"Lagos, Nigeria",3.3792057,6.5243793
Nigeria,D,16,GK,Daniel Akpeyi,1986-03-08,32,7,0,Chippa United,1,https://en.wikipedia.org/wiki/Daniel_Akpeyi,"Nnewi, Nigeria",6.9103455,6.0105192
Nigeria,D,17,MF,Ogenyi Onazi,1992-12-25,25,52,1,Trabzonspor,1,https://en.wikipedia.org/wiki/Ogenyi_Onazi,"Jos, Nigeria",8.8583309,9.896527299999999
Nigeria,D,18,FW,Alex Iwobi,1996-05-03,22,18,5,Arsenal,1,https://en.wikipedia.org/wiki/Alex_Iwobi,"Lagos, Nigeria",3.3792057,6.5243793
Nigeria,D,19,MF,John Ogu,1988-04-20,30,19,2,Hapoel Be'er Sheva,1,https://en.wikipedia.org/wiki/John_Ogu,"Lagos, Nigeria",3.3792057,6.5243793
Nigeria,D,20,DF,Chidozie Awaziem,1997-01-01,21,4,0,Nantes,1,https://en.wikipedia.org/wiki/Chidozie_Awaziem,"Enugu, Nigeria",7.5463885,6.4583661
Nigeria,D,21,DF,Tyronne Ebuehi,1995-12-16,22,6,0,ADO Den Haag,1,https://en.wikipedia.org/wiki/Tyronne_Ebuehi,"Haarlem, Netherlands",4.6462194,52.3873878
Nigeria,D,22,DF,Kenneth Omeruo,1993-10-17,24,39,0,Kasımpaşa,1,https://en.wikipedia.org/wiki/Kenneth_Omeruo,"Abia State, Nigeria",7.524724300000001,5.430892099999999
Nigeria,D,23,GK,Francis Uzoho,1998-10-28,19,5,0,Deportivo La Coruña,1,https://en.wikipedia.org/wiki/Francis_Uzoho,"Nwangele, Imo State, Nigeria",7.1251699,5.7173854
Brazil,E,1,GK,Alisson,1992-10-02,25,25,0,Roma,1,"https://en.wikipedia.org/wiki/Alisson_(footballer,_born_1992)","Novo Hamburgo, Brazil",-51.03319330000001,-29.7577375
Brazil,E,2,DF,Thiago Silva,1984-09-22,33,70,5,Paris Saint-Germain,1,https://en.wikipedia.org/wiki/Thiago_Silva,"Rio de Janeiro, Brazil",-43.1728965,-22.9068467
Brazil,E,3,DF,Miranda,1984-09-07,33,46,2,Inter Milan,1,https://en.wikipedia.org/wiki/Miranda_(footballer),"Paranavaí, Brazil",-52.4622155,-23.0821226
Brazil,E,4,DF,Pedro Geromel,1985-09-21,32,2,0,Grêmio,1,https://en.wikipedia.org/wiki/Pedro_Geromel,"São Paulo, Brazil",-46.63330939999999,-23.5505199
Brazil,E,5,MF,Casemiro,1992-02-23,26,23,0,Real Madrid,1,https://en.wikipedia.org/wiki/Casemiro,"São José dos Campos, Brazil",-45.9009074,-23.223701
Brazil,E,6,DF,Filipe Luís,1985-08-09,32,32,2,Atlético Madrid,1,https://en.wikipedia.org/wiki/Filipe_Lu%C3%ADs,"Jaraguá do Sul, Brazil",-49.073477,-26.4822209
Brazil,E,7,FW,Douglas Costa,1990-09-14,27,24,3,Juventus,1,https://en.wikipedia.org/wiki/Douglas_Costa,"Sapucaia do Sul, Brazil",-51.1479088,-29.8226542
Brazil,E,8,MF,Renato Augusto,1988-02-08,30,28,5,Beijing Sinobo Guoan,1,https://en.wikipedia.org/wiki/Renato_Augusto,"Rio de Janeiro, Brazil",-43.1728965,-22.9068467
Brazil,E,9,FW,Gabriel Jesus,1997-04-03,21,16,9,Manchester City,1,https://en.wikipedia.org/wiki/Gabriel_Jesus,"São Paulo, Brazil",-46.63330939999999,-23.5505199
Brazil,E,10,FW,Neymar,1992-02-05,26,84,54,Paris Saint-Germain,1,https://en.wikipedia.org/wiki/Neymar,"Mogi das Cruzes, Brazil",-46.1709012,-23.5386445
Brazil,E,11,MF,Philippe Coutinho,1992-06-12,25,36,9,Barcelona,1,https://en.wikipedia.org/wiki/Philippe_Coutinho,"Rio de Janeiro, Brazil",-43.1728965,-22.9068467
Brazil,E,12,DF,Marcelo,1988-05-12,30,53,6,Real Madrid,1,"https://en.wikipedia.org/wiki/Marcelo_(footballer,_born_1988)","Rio de Janeiro, Brazil",-43.1728965,-22.9068467
Brazil,E,13,DF,Marquinhos,1994-05-14,24,25,0,Paris Saint-Germain,1,https://en.wikipedia.org/wiki/Marquinhos,"São Paulo, Brazil",-46.63330939999999,-23.5505199
Brazil,E,14,DF,Danilo,1991-07-15,26,17,0,Manchester City,1,"https://en.wikipedia.org/wiki/Danilo_(footballer,_born_July_1991)","Bicas, Brazil",-43.0628106,-21.7171248
Brazil,E,15,MF,Paulinho,1988-07-25,29,49,12,Barcelona,1,https://en.wikipedia.org/wiki/Paulinho_(footballer),"São Paulo, Brazil",-46.63330939999999,-23.5505199
Brazil,E,16,GK,Cássio,1987-06-06,30,1,0,Corinthians,1,https://en.wikipedia.org/wiki/C%C3%A1ssio_Ramos,"Veranópolis, Brazil",-51.5507201,-28.9429032
Brazil,E,17,MF,Fernandinho,1985-05-04,33,43,2,Manchester City,1,https://en.wikipedia.org/wiki/Fernandinho_(footballer),"Londrina, Brazil",-51.1695824,-23.3044524
Brazil,E,18,MF,Fred,1993-03-05,25,8,0,Shakhtar Donetsk,1,"https://en.wikipedia.org/wiki/Fred_(footballer,_born_1993)","Belo Horizonte, Brazil",-43.9627492,-19.8843222
Brazil,E,19,MF,Willian,1988-08-09,29,56,8,Chelsea,1,"https://en.wikipedia.org/wiki/Willian_(footballer,_born_1988)","Ribeirão Pires, Brazil",-46.4062503,-23.7071623
Brazil,E,20,FW,Roberto Firmino,1991-10-02,26,20,6,Liverpool,1,https://en.wikipedia.org/wiki/Roberto_Firmino,"Maceió, Brazil",-35.7089492,-9.6498487
Brazil,E,21,FW,Taison,1988-01-13,30,7,1,Shakhtar Donetsk,1,https://en.wikipedia.org/wiki/Taison,"Pelotas, Brazil",-52.3375886,-31.7653989
Brazil,E,22,DF,Fagner,1989-06-11,28,4,0,Corinthians,1,https://en.wikipedia.org/wiki/Fagner_Conserva_Lemos,"São Paulo, Brazil",-46.63330939999999,-23.5505199
Brazil,E,23,GK,Ederson,1993-08-17,24,1,0,Manchester City,1,https://en.wikipedia.org/wiki/Ederson_Moraes,"Osasco, Brazil",-46.7962319,-23.5372048
Costa Rica,E,1,GK,Keylor Navas,1986-12-15,31,79,0,Real Madrid,1,https://en.wikipedia.org/wiki/Keylor_Navas,"Pérez Zeledón, Costa Rica",-83.63484299999999,9.35473
Costa Rica,E,2,DF,Johnny Acosta,1983-07-21,34,68,2,Águilas Doradas,1,https://en.wikipedia.org/wiki/Johnny_Acosta,"Ciudad Quesada, Costa Rica",-84.4356706,10.3270781
Costa Rica,E,3,DF,Giancarlo González,1988-02-08,30,68,2,Bologna,1,https://en.wikipedia.org/wiki/Giancarlo_Gonz%C3%A1lez,"Desamparados, San José, Costa Rica",-84.0616709,9.8969706
Costa Rica,E,4,DF,Ian Smith,1998-03-06,20,2,0,Norrköping,1,"https://en.wikipedia.org/wiki/Ian_Smith_(footballer,_born_1998)","Guápiles, Costa Rica",-83.7868871,10.2133499
Costa Rica,E,5,MF,Celso Borges,1988-05-27,30,111,21,Deportivo La Coruña,1,https://en.wikipedia.org/wiki/Celso_Borges,"San José, Costa Rica",-84.0907246,9.9280694
Costa Rica,E,6,DF,Óscar Duarte,1989-06-03,29,38,2,Espanyol,1,https://en.wikipedia.org/wiki/%C3%93scar_Duarte_(Costa_Rican_footballer),"Catarina, Nicaragua",-86.0758979,11.9104731
Costa Rica,E,7,MF,Christian Bolaños,1984-05-17,34,79,6,Saprissa,1,https://en.wikipedia.org/wiki/Christian_Bola%C3%B1os,"Hatillo de San José, Costa Rica",-84.10392619999999,9.9199576
Costa Rica,E,8,DF,Bryan Oviedo,1990-02-18,28,42,1,Sunderland,1,https://en.wikipedia.org/wiki/Bryan_Oviedo,"Ciudad Quesada, Costa Rica",-84.4356706,10.3270781
Costa Rica,E,9,MF,Daniel Colindres,1985-01-10,33,11,0,Saprissa,1,https://en.wikipedia.org/wiki/Daniel_Colindres,"Alajuela, Costa Rica",-84.4382721,10.391583
Costa Rica,E,10,MF,Bryan Ruiz ,1985-08-18,32,109,23,Sporting CP,1,https://en.wikipedia.org/wiki/Bryan_Ruiz,"San José, Costa Rica",-84.0907246,9.9280694
Costa Rica,E,11,FW,Johan Venegas,1988-11-27,29,45,10,Saprissa,1,https://en.wikipedia.org/wiki/Johan_Venegas,"Limón, Costa Rica",-83.04150779999999,9.9913106
Costa Rica,E,12,FW,Joel Campbell,1992-06-26,25,75,15,Real Betis,1,https://en.wikipedia.org/wiki/Joel_Campbell,"San José, Costa Rica",-84.0907246,9.9280694
Costa Rica,E,13,MF,Rodney Wallace,1988-06-17,29,30,4,New York City FC,1,https://en.wikipedia.org/wiki/Rodney_Wallace_(footballer),"San José, Costa Rica",-84.0907246,9.9280694
Costa Rica,E,14,MF,Randall Azofeifa,1984-12-30,33,57,3,Herediano,1,https://en.wikipedia.org/wiki/Randall_Azofeifa,"San José, Costa Rica",-84.0907246,9.9280694
Costa Rica,E,15,DF,Francisco Calvo,1992-07-08,25,36,4,Minnesota United,1,https://en.wikipedia.org/wiki/Francisco_Calvo,"San José, Costa Rica",-84.0907246,9.9280694
Costa Rica,E,16,DF,Cristian Gamboa,1989-10-24,28,66,3,Celtic,1,https://en.wikipedia.org/wiki/Cristian_Gamboa,"Liberia, Costa Rica",-85.4406747,10.6345964
Costa Rica,E,17,MF,Yeltsin Tejeda,1992-03-17,26,49,0,Lausanne,1,https://en.wikipedia.org/wiki/Yeltsin_Tejeda,"Limón, Costa Rica",-83.04150779999999,9.9913106
Costa Rica,E,18,GK,Patrick Pemberton,1982-04-24,36,39,0,Alajuelense,1,https://en.wikipedia.org/wiki/Patrick_Pemberton,"Puerto Limón, Costa Rica",-83.04150779999999,9.9913106
Costa Rica,E,19,DF,Kendall Waston,1988-01-01,30,25,3,Vancouver Whitecaps FC,1,https://en.wikipedia.org/wiki/Kendall_Waston,"San José, Costa Rica",-84.0907246,9.9280694
Costa Rica,E,20,MF,David Guzmán,1990-02-18,28,41,0,Portland Timbers,1,https://en.wikipedia.org/wiki/David_Guzm%C3%A1n,"San José, Costa Rica",-84.0907246,9.9280694
Costa Rica,E,21,FW,Marco Ureña,1990-03-05,28,62,15,Los Angeles FC,1,https://en.wikipedia.org/wiki/Marco_Ure%C3%B1a,"San José, Costa Rica",-84.0907246,9.9280694
Costa Rica,E,22,DF,Rónald Matarrita,1994-07-09,23,22,2,New York City FC,1,https://en.wikipedia.org/wiki/R%C3%B3nald_Matarrita,"Alajuela, Costa Rica",-84.4382721,10.391583
Costa Rica,E,23,GK,Leonel Moreira,1990-04-02,28,9,0,Herediano,1,https://en.wikipedia.org/wiki/Leonel_Moreira,"Heredia, Costa Rica",-84.1197643,9.9981413
Serbia,E,1,GK,Vladimir Stojković,1983-07-28,34,80,0,Partizan,1,https://en.wikipedia.org/wiki/Vladimir_Stojkovi%C4%87,"Loznica, SFR Yugoslavia",19.2067663,44.5313463
Serbia,E,2,DF,Antonio Rukavina,1984-01-26,34,46,0,Villarreal,1,https://en.wikipedia.org/wiki/Antonio_Rukavina,"Belgrade, SFR Yugoslavia",20.4489216,44.786568
Serbia,E,3,DF,Duško Tošić,1985-01-19,33,23,1,Beşiktaş,1,https://en.wikipedia.org/wiki/Du%C5%A1ko_To%C5%A1i%C4%87,"Zrenjanin, SFR Yugoslavia",20.3685737,45.3815612
Serbia,E,4,MF,Luka Milivojević,1991-04-07,27,27,1,Crystal Palace,1,https://en.wikipedia.org/wiki/Luka_Milivojevi%C4%87,"Kragujevac, SFR Yugoslavia",20.9114225,44.0127932
Serbia,E,5,DF,Uroš Spajić,1993-02-13,25,5,0,Anderlecht,1,https://en.wikipedia.org/wiki/Uro%C5%A1_Spaji%C4%87,"Belgrade, FR Yugoslavia",20.4633611,44.7984301
Serbia,E,6,DF,Branislav Ivanović,1984-02-22,34,102,12,Zenit Saint Petersburg,1,https://en.wikipedia.org/wiki/Branislav_Ivanovi%C4%87,"Sremska Mitrovica, SFR Yugoslavia",19.6209662,44.9794968
